yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
195005,18.78,1.1900,2.4833,0.7613463432,0.0116,0.0261,0.0325,0.0213,0.0285713858,0.0009666667,0.0042372881,0.0033,-0.0008,0.0006412630,0.0038032122,0.046902,0.037590
195006,17.69,1.2000,2.5400,0.8134474678,0.0115,0.0262,0.0328,0.0216,0.0303953312,0.0009583333,0.0042194093,-0.0025,0.0023,0.0058557165,0.0041153743,-0.054224,-0.057849
195007,17.84,1.2433,2.6000,0.8123209169,0.0116,0.0265,0.0332,0.0214,0.0301159858,0.0009666667,0.0126050420,0.0055,0.0069,0.0031102500,0.0043203314,0.016981,0.015875
195008,18.42,1.2867,2.6600,0.7843408494,0.0120,0.0261,0.0323,0.0214,0.0295498681,0.0010000000,0.0082987552,0.0014,0.0038,0.0010756051,0.0044526781,0.048063,0.031526
195009,19.45,1.3300,2.7200,0.7514578547,0.0130,0.0264,0.0321,0.0220,0.0259135453,0.0010833333,0.0041152263,-0.0072,-0.0039,0.0013183730,0.0040318334,0.059466,0.056510
195010,19.53,1.3767,2.7600,0.7559664015,0.0131,0.0267,0.0322,0.0225,0.0273408555,0.0010916667,0.0081967213,-0.0048,-0.0008,0.0017594065,0.0039751910,0.005084,0.003425
195011,19.51,1.4233,2.8000,0.7473637961,0.0136,0.0267,0.0322,0.0224,0.0255392192,0.0011333333,0.0040650407,0.0035,0.0054,0.0024576730,0.0048867653,0.022430,-0.000073
195012,20.41,1.4700,2.8400,0.7225384419,0.0134,0.0267,0.0320,0.0224,0.0313578834,0.0011166667,0.0121457490,0.0016,0.0023,0.0024895409,0.0056625153,0.055425,0.051025
195101,21.66,1.4867,2.8367,0.6835992445,0.0134,0.0266,0.0317,0.0221,0.0300445777,0.0011166667,0.0160000000,0.0058,0.0019,0.0017046886,0.0056360733,0.065105,0.063309
195102,21.80,1.5033,2.8333,0.6748660980,0.0136,0.0266,0.0316,0.0228,0.0311195736,0.0011333333,0.0118110236,-0.0074,-0.0044,0.0006506440,0.0055102499,0.014546,0.004185
195103,21.40,1.5200,2.8300,0.7813946002,0.0140,0.0278,0.0323,0.0241,0.0326866163,0.0011666667,0.0038910506,-0.0157,-0.0237,0.0012276649,0.0057490293,-0.017484,-0.019706
195104,22.43,1.5333,2.7933,0.7494307876,0.0147,0.0287,0.0335,0.0248,0.0320929049,0.0012250000,0.0000000000,-0.0063,-0.0009,0.0008481981,0.0044062337,0.049108,0.047903
195105,21.52,1.5467,2.7567,0.7778890447,0.0155,0.0289,0.0340,0.0254,0.0306754335,0.0012916667,0.0038759690,-0.0069,-0.0015,0.0014074200,0.0039686672,-0.029979,-0.040917
195106,20.96,1.5600,2.7200,0.8003626772,0.0145,0.0294,0.0349,0.0259,0.0363418733,0.0012083333,0.0000000000,-0.0062,-0.0093,0.0011367733,0.0040645158,-0.025848,-0.028186
195107,22.40,1.5467,2.6500,0.7531218491,0.0156,0.0294,0.0353,0.0252,0.0325991819,0.0013000000,0.0000000000,0.0138,0.0205,0.0014082079,0.0037154163,0.070935,0.070014
195108,23.28,1.5333,2.5800,0.7185938945,0.0162,0.0288,0.0350,0.0246,0.0303212435,0.0013500000,0.0000000000,0.0099,0.0114,0.0005817795,0.0039216119,0.050220,0.038396
195109,23.26,1.5200,2.5100,0.7161823278,0.0163,0.0284,0.0346,0.0253,0.0287990728,0.0013583333,0.0077220077,-0.0080,-0.0057,0.0002547690,0.0039337103,0.002868,0.001195
195110,22.94,1.4833,2.4867,0.7402325138,0.0154,0.0289,0.0350,0.0254,0.0291436984,0.0012833333,0.0038314176,0.0010,-0.0145,0.0015110763,0.0038418979,-0.013321,-0.015088
195111,22.88,1.4467,2.4633,0.7432923795,0.0156,0.0296,0.0356,0.0264,0.0316211210,0.0013000000,0.0076335878,-0.0136,-0.0061,0.0010239817,0.0040174210,0.011388,-0.002574
195112,23.77,1.4100,2.4400,0.7213163466,0.0173,0.0301,0.0361,0.0269,0.0361507308,0.0014416667,0.0037878788,-0.0061,0.0058,0.0004270364,0.0041468933,0.041815,0.038467
195201,24.14,1.4133,2.4267,0.7174258377,0.0157,0.0298,0.0359,0.0268,0.0351502514,0.0013083333,0.0000000000,0.0028,0.0199,0.0005384211,0.0035154761,0.017768,0.016303
195202,23.26,1.4167,2.4133,0.7466933251,0.0154,0.0293,0.0353,0.0269,0.0348714264,0.0012833333,-0.0075471698,0.0014,-0.0085,0.0009316010,0.0036388713,-0.025241,-0.035743
195203,24.37,1.4200,2.4000,0.7518741186,0.0159,0.0296,0.0351,0.0263,0.0320938496,0.0013250000,0.0000000000,0.0111,0.0076,0.0006318152,0.0033227299,0.052805,0.050655
195204,23.32,1.4300,2.3800,0.7863990995,0.0157,0.0293,0.0350,0.0254,0.0332311938,0.0013083333,0.0038022814,0.0171,-0.0004,0.0008078353,0.0038390162,-0.041423,-0.043268
195205,23.86,1.4400,2.3600,0.7705179889,0.0167,0.0293,0.0349,0.0257,0.0321487963,0.0013916667,0.0000000000,-0.0033,0.0031,0.0005264526,0.0045110250,0.033698,0.023274
195206,24.96,1.4500,2.3400,0.7387150879,0.0170,0.0294,0.0350,0.0259,0.0277305106,0.0014166667,0.0037878788,0.0003,0.0016,0.0003252706,0.0044307208,0.047832,0.045795
195207,25.40,1.4500,2.3467,0.7247102590,0.0181,0.0295,0.0350,0.0261,0.0279220998,0.0015083333,0.0075471698,-0.0020,0.0016,0.0003448818,0.0041125604,0.019129,0.017659
195208,25.03,1.4500,2.3533,0.7366201280,0.0183,0.0294,0.0351,0.0267,0.0280424174,0.0015250000,0.0000000000,-0.0070,0.0063,0.0002895367,0.0037615770,-0.005674,-0.015007
195209,24.54,1.4500,2.3600,0.7486789106,0.0171,0.0295,0.0352,0.0277,0.0310379339,0.0014250000,0.0000000000,-0.0130,-0.0018,0.0004411726,0.0035043688,-0.018085,-0.020098
195210,24.52,1.4367,2.3733,0.7525164358,0.0174,0.0301,0.0354,0.0269,0.0299273422,0.0014500000,0.0000000000,0.0148,0.0039,0.0010262180,0.0035754811,0.000320,-0.001244
195211,25.66,1.4233,2.3867,0.7142353522,0.0185,0.0298,0.0353,0.0272,0.0265503179,0.0015416667,0.0000000000,-0.0015,0.0108,0.0004590891,0.0035423516,0.061382,0.048273
195212,26.57,1.4100,2.4000,0.6940733128,0.0209,0.0297,0.0351,0.0279,0.0265346447,0.0017416667,0.0000000000,-0.0086,-0.0091,0.0002677175,0.0034459187,0.038215,0.035725
195301,26.38,1.4100,2.4100,0.6991752079,0.0196,0.0302,0.0351,0.0279,0.0259340302,0.0016333333,-0.0037453184,0.0012,-0.0080,0.0004009589,0.0033213634,-0.006207,-0.006795
195302,25.90,1.4100,2.4200,0.7127027122,0.0197,0.0307,0.0353,0.0287,0.0265152666,0.0016416667,-0.0037593985,-0.0087,-0.0040,0.0004906637,0.0031140907,-0.007540,-0.017804
195303,25.29,1.4100,2.4300,0.7624968735,0.0201,0.0312,0.0357,0.0294,0.0240127237,0.0016750000,0.0037735849,-0.0088,-0.0033,0.0006826525,0.0028973121,-0.022288,-0.024368
195304,24.62,1.4133,2.4567,0.7767060965,0.0219,0.0323,0.0365,0.0303,0.0262920178,0.0018250000,0.0000000000,-0.0105,-0.0248,0.0012715949,0.0033969102,-0.025308,-0.026832
195305,24.54,1.4167,2.4833,0.7837520200,0.0216,0.0334,0.0378,0.0314,0.0272243461,0.0018000000,0.0037593985,-0.0148,-0.0030,0.0005931666,0.0028534772,0.007401,-0.002730
195306,24.14,1.4200,2.5100,0.7954969060,0.0211,0.0340,0.0386,0.0301,0.0274611933,0.0017583333,0.0037453184,0.0223,0.0109,0.0011056921,0.0028537844,-0.014266,-0.016183
195307,24.75,1.4200,2.5233,0.7749291888,0.0204,0.0328,0.0386,0.0301,0.0261515461,0.0017000000,0.0000000000,0.0039,0.0177,0.0005810146,0.0025605978,0.026314,0.024844
195308,23.32,1.4200,2.5367,0.8169359161,0.0204,0.0324,0.0385,0.0303,0.0280871679,0.0017000000,0.0037313433,-0.0008,-0.0085,0.0006814738,0.0024851686,-0.050101,-0.060097
195309,23.35,1.4200,2.5500,0.8082108771,0.0179,0.0329,0.0388,0.0284,0.0258768452,0.0014916667,0.0000000000,0.0299,0.0253,0.0011056426,0.0026094226,0.002187,0.000072
195310,24.54,1.4300,2.5367,0.7737210398,0.0138,0.0316,0.0382,0.0281,0.0246957342,0.0011500000,0.0037174721,0.0074,0.0227,0.0005728518,0.0026167199,0.051046,0.049806
195311,24.76,1.4400,2.5233,0.7584319579,0.0144,0.0311,0.0375,0.0286,0.0257979219,0.0012000000,-0.0037037037,-0.0049,-0.0073,0.0003764983,0.0028678282,0.023763,0.009879
195312,24.81,1.4500,2.5100,0.7597009612,0.0160,0.0313,0.0374,0.0274,0.0248223413,0.0013333333,0.0000000000,0.0206,0.0172,0.0004172689,0.0027933096,0.001713,-0.001189
195401,26.08,1.4567,2.5233,0.7298471220,0.0118,0.0306,0.0371,0.0291,0.0233835355,0.0009833333,0.0000000000,0.0089,0.0124,0.0004982249,0.0025728274,0.053486,0.052586
195402,26.15,1.4633,2.5367,0.7245195899,0.0097,0.0295,0.0361,0.0279,0.0225629653,0.0008083333,0.0000000000,0.0240,0.0198,0.0003407126,0.0025965500,0.012916,0.002343
195403,26.94,1.4700,2.5500,0.8049158183,0.0103,0.0286,0.0351,0.0278,0.0220939705,0.0008583333,0.0000000000,0.0058,0.0039,0.0003565486,0.0023267380,0.030530,0.028423
195404,28.26,1.4633,2.5733,0.7650393010,0.0097,0.0285,0.0347,0.0273,0.0208564040,0.0008083333,-0.0037174721,0.0104,-0.0034,0.0007307019,0.0025692037,0.048358,0.047140
195405,29.19,1.4567,2.5967,0.7459769764,0.0076,0.0288,0.0347,0.0279,0.0184927835,0.0006333333,0.0037313433,-0.0087,-0.0042,0.0004298532,0.0023611898,0.042777,0.033606
195406,29.21,1.4500,2.6200,0.7324678440,0.0064,0.0290,0.0349,0.0272,0.0183575911,0.0005333333,0.0000000000,0.0163,0.0063,0.0009354285,0.0018383463,0.002467,0.000533
195407,30.88,1.4567,2.6233,0.7021729133,0.0072,0.0289,0.0350,0.0266,0.0177076903,0.0006000000,0.0000000000,0.0134,0.0040,0.0006133067,0.0020422870,0.058701,0.057780
195408,29.83,1.4633,2.6267,0.7275163788,0.0092,0.0287,0.0349,0.0269,0.0175274087,0.0007666667,0.0000000000,-0.0036,0.0018,0.0011449666,0.0019820372,-0.025894,-0.034753
195409,32.31,1.4700,2.6300,0.6777451035,0.0101,0.0289,0.0347,0.0271,0.0168839659,0.0008416667,-0.0037174721,-0.0010,0.0040,0.0006917895,0.0022077679,0.082500,0.080888
195410,31.68,1.4933,2.6767,0.6937581644,0.0098,0.0287,0.0346,0.0271,0.0175792892,0.0008166667,0.0000000000,0.0006,0.0040,0.0004991744,0.0029143838,-0.017867,-0.018659
195411,34.24,1.5167,2.7233,0.6316415441,0.0093,0.0289,0.0345,0.0274,0.0141534262,0.0007750000,0.0000000000,-0.0025,0.0025,0.0012668257,0.0033198161,0.095774,0.082712
195412,35.98,1.5400,2.7700,0.6041197854,0.0115,0.0290,0.0345,0.0272,0.0269924995,0.0009583333,-0.0037313433,0.0064,0.0017,0.0008822810,0.0028454745,0.054288,0.052361
195501,36.63,1.5467,2.8333,0.5975588876,0.0122,0.0293,0.0345,0.0286,0.0264119563,0.0010166667,0.0000000000,-0.0241,-0.0097,0.0025173979,0.0027903739,0.018076,0.017591
195502,36.76,1.5533,2.8967,0.5931483235,0.0117,0.0293,0.0347,0.0292,0.0280445929,0.0009750000,0.0000000000,-0.0078,-0.0063,0.0006040311,0.0024695423,0.013526,0.005446
195503,36.58,1.5600,2.9600,0.6077617769,0.0128,0.0302,0.0348,0.0288,0.0279681558,0.0010666667,0.0000000000,0.0087,0.0092,0.0024825482,0.0028220555,-0.002242,-0.003851
195504,37.96,1.5633,3.0467,0.5849876659,0.0159,0.0301,0.0349,0.0290,0.0265094281,0.0013250000,0.0000000000,0.0001,-0.0001,0.0006280503,0.0012310804,0.039843,0.038885
195505,37.91,1.5667,3.1333,0.5860754131,0.0145,0.0304,0.0350,0.0287,0.0254184957,0.0012083333,0.0000000000,0.0073,-0.0018,0.0007450734,0.0014133625,0.006433,-0.001081
195506,41.03,1.5700,3.2200,0.5516416323,0.0141,0.0305,0.0351,0.0293,0.0253633963,0.0011750000,0.0000000000,-0.0076,0.0029,0.0006457441,0.0004541982,0.081300,0.079930
195507,43.52,1.5867,3.2933,0.5345068155,0.0160,0.0306,0.0352,0.0300,0.0247592620,0.0013333333,0.0037453184,-0.0102,-0.0041,0.0020821185,0.0006412637,0.057646,0.057068
195508,43.18,1.6033,3.3667,0.5318467256,0.0190,0.0311,0.0356,0.0301,0.0266694337,0.0015833333,0.0000000000,0.0004,-0.0038,0.0011204036,0.0005737484,-0.000648,-0.008313
195509,43.67,1.6200,3.4400,0.5336247911,0.0207,0.0313,0.0359,0.0298,0.0256319315,0.0017250000,0.0037313433,0.0073,0.0076,0.0057110808,0.0002063879,0.011286,0.010117
195510,42.34,1.6267,3.5000,0.5474091499,0.0223,0.0310,0.0359,0.0292,0.0250984869,0.0018583333,0.0000000000,0.0144,0.0078,0.0026798958,0.0006324088,-0.030468,-0.031000
195511,45.51,1.6333,3.5600,0.5152505897,0.0224,0.0310,0.0358,0.0295,0.0260317236,0.0018666667,0.0000000000,-0.0045,-0.0030,0.0019291618,0.0003727678,0.087825,0.075124
195512,45.48,1.6400,3.6200,0.5098280098,0.0254,0.0315,0.0362,0.0295,0.0252429977,0.0021166667,-0.0037174721,0.0037,0.0063,0.0004747032,0.0002437992,-0.000309,-0.001685
195601,43.82,1.6700,3.6433,0.5289544122,0.0241,0.0311,0.0360,0.0292,0.0264227544,0.0020083333,0.0000000000,0.0083,0.0104,0.0011799841,-0.0003975329,-0.035057,-0.036279
195602,45.34,1.7000,3.6667,0.5148351080,0.0232,0.0308,0.0358,0.0293,0.0241634451,0.0019333333,0.0000000000,-0.0002,0.0026,0.0011001472,0.0003637531,0.041397,0.034458
195603,48.48,1.7300,3.6900,0.5310771996,0.0225,0.0310,0.0360,0.0303,0.0266934505,0.0018750000,0.0000000000,-0.0149,-0.0146,0.0010088558,0.0007414979,0.070328,0.069226
195604,48.38,1.7533,3.6600,0.5266217159,0.0260,0.0324,0.0368,0.0311,0.0262120217,0.0021666667,0.0037313433,-0.0113,-0.0115,0.0008148994,0.0004518148,-0.000637,-0.001425
195605,45.20,1.7767,3.6300,0.5685597741,0.0261,0.0328,0.0373,0.0299,0.0293013197,0.0021750000,0.0037174721,0.0225,0.0052,0.0018364287,0.0005048084,-0.058414,-0.065976
195606,46.97,1.8000,3.6000,0.5515645927,0.0249,0.0326,0.0376,0.0299,0.0256698588,0.0020750000,0.0074074074,0.0027,-0.0018,0.0010370449,0.0009399364,0.038910,0.037762
195607,49.39,1.8133,3.5533,0.5249029567,0.0231,0.0328,0.0380,0.0313,0.0247520863,0.0019250000,0.0073529412,-0.0209,-0.0093,0.0004955763,0.0010155226,0.051427,0.050619
195608,47.51,1.8267,3.5067,0.5413911242,0.0260,0.0343,0.0393,0.0325,0.0238107844,0.0021666667,-0.0036496350,-0.0187,-0.0208,0.0012354053,0.0010104698,-0.032788,-0.039976
195609,45.35,1.8400,3.4600,0.5719095213,0.0284,0.0356,0.0407,0.0324,0.0293620969,0.0023666667,0.0036630037,0.0050,0.0012,0.0007877794,0.0013593543,-0.044022,-0.045127
195610,45.58,1.8067,3.4433,0.5664270084,0.0290,0.0359,0.0417,0.0329,0.0294577581,0.0024166667,0.0036496350,-0.0054,-0.0105,0.0016420105,0.0012720931,0.006619,0.005298
195611,45.08,1.7733,3.4267,0.5748974153,0.0299,0.0369,0.0424,0.0333,0.0270886950,0.0024916667,0.0000000000,-0.0057,-0.0126,0.0017315170,0.0015415947,-0.001921,-0.011161
195612,46.67,1.7400,3.4100,0.5441768274,0.0321,0.0375,0.0437,0.0345,0.0261497542,0.0026750000,0.0036363636,-0.0179,-0.0082,0.0010202756,0.0009698413,0.036284,0.034442
195701,44.72,1.7367,3.4067,0.5672426747,0.0311,0.0377,0.0449,0.0328,0.0279927823,0.0025916667,0.0000000000,0.0346,0.0197,0.0009019425,0.0007385817,-0.040238,-0.041569
195702,43.26,1.7333,3.4033,0.5849941888,0.0310,0.0367,0.0447,0.0328,0.0301738265,0.0025833333,0.0036231884,0.0025,0.0093,0.0010560402,0.0008273143,-0.024919,-0.032823
195703,44.11,1.7300,3.4000,0.5998188749,0.0308,0.0366,0.0443,0.0331,0.0266004252,0.0025666667,0.0036101083,-0.0024,0.0050,0.0003302976,0.0010540988,0.023827,0.020752
195704,45.74,1.7300,3.4067,0.5760983898,0.0307,0.0367,0.0444,0.0345,0.0274215290,0.0025583333,0.0035971223,-0.0222,-0.0066,0.0003024601,0.0021421117,0.046538,0.045215
195705,47.43,1.7300,3.4133,0.5640385796,0.0306,0.0374,0.0452,0.0348,0.0288493181,0.0025500000,0.0035842294,-0.0023,-0.0075,0.0004817712,0.0024221896,0.038734,0.033208
195706,47.37,1.7300,3.4200,0.5658765324,0.0329,0.0391,0.0463,0.0361,0.0305288172,0.0027416667,0.0035714286,-0.0180,-0.0322,0.0005786214,0.0021760295,-0.000705,-0.003632
195707,47.91,1.7400,3.4367,0.5600566349,0.0316,0.0399,0.0473,0.0365,0.0323470637,0.0026333333,0.0071174377,-0.0041,-0.0110,0.0005538677,0.0016312095,0.009747,0.008217
195708,45.22,1.7500,3.4533,0.5880045422,0.0337,0.0410,0.0482,0.0367,0.0358546778,0.0028083333,0.0000000000,0.0002,-0.0009,0.0021472482,0.0013495821,-0.048998,-0.054178
195709,42.42,1.7600,3.4700,0.6241507780,0.0353,0.0412,0.0493,0.0364,0.0343626462,0.0029416667,0.0000000000,0.0076,0.0095,0.0015171099,0.0011169848,-0.057879,-0.060609
195710,41.06,1.7700,3.4367,0.6457464176,0.0358,0.0410,0.0499,0.0369,0.0384094581,0.0029833333,0.0000000000,-0.0050,0.0023,0.0049360114,0.0011230130,-0.038834,-0.040549
195711,41.72,1.7800,3.4033,0.6330717763,0.0331,0.0408,0.0509,0.0340,0.0409889798,0.0027583333,0.0035335689,0.0533,0.0311,0.0034900785,0.0008040855,0.023703,0.016483
195712,39.99,1.7900,3.3700,0.6536757786,0.0304,0.0381,0.0503,0.0323,0.0348725607,0.0025333333,0.0000000000,0.0307,0.0685,0.0012514024,0.0006679271,-0.037422,-0.041021
195801,41.70,1.7833,3.2933,0.6328607617,0.0244,0.0360,0.0483,0.0330,0.0298957315,0.0020333333,0.0070422535,-0.0084,0.0099,0.0007844653,0.0002902673,0.045518,0.044330
195802,40.84,1.7767,3.2167,0.6473904346,0.0153,0.0359,0.0466,0.0325,0.0277508091,0.0012750000,0.0000000000,0.0100,-0.0008,0.0007362477,0.0006303059,-0.014109,-0.020288
195803,42.10,1.7700,3.1400,0.6685916376,0.0130,0.0363,0.0468,0.0321,0.0289348528,0.0010833333,0.0069930070,0.0102,-0.0046,0.0005192057,0.0001873211,0.033052,0.029736
195804,43.44,1.7567,3.0700,0.6552450314,0.0113,0.0360,0.0467,0.0311,0.0270181158,0.0009416667,0.0034722222,0.0186,0.0163,0.0007467616,0.0005917814,0.033511,0.032038
195805,44.09,1.7433,3.0000,0.6455586773,0.0091,0.0357,0.0462,0.0313,0.0228697242,0.0007583333,0.0000000000,0.0001,0.0031,0.0004331172,0.0003396730,0.021313,0.015503
195806,45.24,1.7300,2.9300,0.6246601698,0.0083,0.0357,0.0455,0.0324,0.0214365645,0.0006916667,0.0000000000,-0.0160,-0.0038,0.0004382024,0.0007577182,0.027998,0.024897
195807,47.19,1.7300,2.9133,0.5938487843,0.0091,0.0367,0.0453,0.0343,0.0169342609,0.0007583333,0.0034602076,-0.0278,-0.0153,0.0006956246,0.0009481393,0.043960,0.042418
195808,47.75,1.7300,2.8967,0.5872638264,0.0169,0.0385,0.0467,0.0371,0.0150910752,0.0014083333,-0.0034482759,-0.0435,-0.0320,0.0005889619,0.0012465824,0.017999,0.013270
195809,50.06,1.7300,2.8800,0.5613711966,0.0244,0.0409,0.0487,0.0380,0.0139843641,0.0020333333,0.0000000000,-0.0117,-0.0096,0.0005101803,0.0013977792,0.050837,0.047954
195810,51.33,1.7367,2.8833,0.5498692979,0.0263,0.0411,0.0492,0.0374,0.0122794440,0.0021916667,0.0000000000,0.0138,0.0107,0.0007934750,0.0011634523,0.027370,0.025878
195811,52.48,1.7433,2.8867,0.5358231981,0.0267,0.0409,0.0487,0.0368,0.0115354662,0.0022250000,0.0034602076,0.0120,0.0105,0.0015302103,0.0015285202,0.028617,0.023385
195812,55.21,1.7500,2.8900,0.5117793198,0.0277,0.0408,0.0485,0.0382,0.0236867774,0.0023083333,-0.0034482759,-0.0181,-0.0058,0.0007127719,0.0015858124,0.054112,0.051432
195901,55.42,1.7567,2.9633,0.5028958179,0.0282,0.0412,0.0487,0.0408,0.0277360717,0.0023500000,0.0034602076,-0.0080,-0.0028,0.0005848680,0.0017223872,0.006331,0.005395
195902,55.41,1.7633,3.0367,0.4949461475,0.0270,0.0414,0.0489,0.0402,0.0278981972,0.0022500000,-0.0034482759,0.0117,0.0126,0.0008447335,0.0019450270,0.006711,0.002210
195903,55.44,1.7700,3.1100,0.5168602815,0.0280,0.0413,0.0485,0.0403,0.0249843432,0.0023333333,0.0000000000,0.0017,-0.0083,0.0004915081,0.0017683065,0.003352,0.000826
195904,57.59,1.7767,3.2067,0.4985971944,0.0295,0.0423,0.0486,0.0414,0.0243606625,0.0024583333,0.0034602076,-0.0117,-0.0172,0.0004925502,0.0013570631,0.040054,0.039093
195905,58.68,1.7833,3.3033,0.4830767797,0.0284,0.0437,0.0496,0.0417,0.0258871650,0.0023666667,0.0000000000,-0.0005,-0.0114,0.0004278009,0.0019126436,0.023631,0.019043
195906,58.47,1.7900,3.4000,0.4832193909,0.0321,0.0446,0.0504,0.0419,0.0268819089,0.0026750000,0.0034482759,0.0010,0.0044,0.0009150702,0.0019170919,-0.000725,-0.003196
195907,60.51,1.7967,3.4100,0.4608226648,0.0320,0.0447,0.0508,0.0417,0.0271416019,0.0026666667,0.0034364261,0.0060,0.0089,0.0004877960,0.0015859289,0.034504,0.033514
195908,59.60,1.8033,3.4200,0.4680844659,0.0338,0.0443,0.0509,0.0423,0.0281463085,0.0028166667,0.0000000000,-0.0041,-0.0068,0.0010696993,0.0014395527,-0.011076,-0.015179
195909,56.88,1.8100,3.4300,0.4923378926,0.0404,0.0452,0.0518,0.0429,0.0305280003,0.0033666667,0.0034246575,-0.0057,-0.0088,0.0017098448,0.0013970167,-0.043182,-0.045586
195910,57.52,1.8167,3.4167,0.4809774204,0.0405,0.0457,0.0528,0.0421,0.0310204520,0.0033750000,0.0034129693,0.0150,0.0165,0.0006181833,0.0013316314,0.012574,0.011436
195911,58.28,1.8233,3.4033,0.4717982949,0.0415,0.0456,0.0526,0.0432,0.0297227647,0.0034583333,0.0000000000,-0.0119,0.0135,0.0004996927,0.0015158997,0.018486,0.013114
195912,59.89,1.8300,3.3900,0.4577837965,0.0449,0.0458,0.0528,0.0447,0.0228570553,0.0037416667,0.0000000000,-0.0159,-0.0096,0.0003075435,0.0009753718,0.029627,0.026911
196001,55.61,1.8667,3.3900,0.4995021040,0.0435,0.0461,0.0534,0.0441,0.0221163902,0.0036250000,-0.0034013605,0.0112,0.0107,0.0009194175,0.0008885522,-0.069933,-0.070835
196002,56.12,1.9033,3.3900,0.4935567828,0.0396,0.0456,0.0534,0.0429,0.0240377240,0.0033000000,0.0034129693,0.0204,0.0128,0.0011502458,0.0006608482,0.013922,0.009129
196003,55.34,1.9400,3.3900,0.5497980830,0.0331,0.0449,0.0525,0.0411,0.0255929238,0.0027583333,0.0000000000,0.0282,0.0191,0.0009691465,0.0003609823,-0.012566,-0.015238
196004,54.37,1.9433,3.3467,0.5634036895,0.0323,0.0445,0.0520,0.0426,0.0255762257,0.0026916667,0.0034013605,-0.0170,-0.0022,0.0006451661,0.0001214867,-0.016113,-0.017097
196005,55.83,1.9467,3.3033,0.5419664269,0.0329,0.0446,0.0528,0.0417,0.0244132049,0.0027416667,0.0000000000,0.0152,-0.0021,0.0004235585,-0.0000357588,0.033513,0.028312
196006,56.92,1.9500,3.2600,0.5291748619,0.0246,0.0445,0.0526,0.0407,0.0242684802,0.0020500000,0.0033898305,0.0173,0.0141,0.0004989479,-0.0000042243,0.021802,0.019133
196007,55.51,1.9500,3.2633,0.5496732768,0.0230,0.0441,0.0522,0.0382,0.0257768852,0.0019166667,0.0000000000,0.0368,0.0257,0.0009778200,-0.0004485976,-0.022948,-0.023813
196008,56.96,1.9500,3.2667,0.5415421972,0.0230,0.0428,0.0508,0.0390,0.0251944421,0.0019166667,0.0000000000,-0.0067,0.0117,0.0006369674,-0.0007714297,0.031467,0.026197
196009,53.52,1.9500,3.2700,0.5843417106,0.0248,0.0425,0.0501,0.0387,0.0283116490,0.0020666667,0.0000000000,0.0075,-0.0063,0.0017716222,-0.0011943574,-0.058713,-0.060920
196010,53.39,1.9500,3.2700,0.5841202013,0.0230,0.0430,0.0511,0.0391,0.0278229962,0.0019166667,0.0067567568,-0.0028,0.0008,0.0010487146,-0.0008968794,-0.001079,-0.002407
196011,55.54,1.9500,3.2700,0.5676300191,0.0237,0.0431,0.0508,0.0399,0.0260336609,0.0019750000,0.0000000000,-0.0066,-0.0070,0.0006686740,-0.0009552783,0.046081,0.039977
196012,58.11,1.9500,3.2700,0.5504229651,0.0225,0.0435,0.0510,0.0380,0.0227602717,0.0018750000,0.0000000000,0.0279,0.0104,0.0004503055,-0.0013625136,0.048839,0.046597
196101,61.78,1.9467,3.2100,0.5229867325,0.0224,0.0432,0.0510,0.0404,0.0218148379,0.0018666667,0.0000000000,-0.0107,0.0148,0.0007411237,-0.0013306273,0.064320,0.063181
196102,63.44,1.9433,3.1500,0.5120227163,0.0242,0.0427,0.0507,0.0392,0.0194191029,0.0020166667,0.0000000000,0.0200,0.0210,0.0005474594,-0.0012541776,0.032838,0.028612
196103,65.06,1.9400,3.0900,0.5466798694,0.0239,0.0422,0.0502,0.0397,0.0227371099,0.0019916667,0.0000000000,-0.0037,-0.0029,0.0004149412,-0.0012149657,0.029345,0.027051
196104,65.31,1.9400,3.0700,0.5450044938,0.0229,0.0425,0.0501,0.0391,0.0232588287,0.0019083333,0.0000000000,0.0115,-0.0116,0.0010092086,-0.0015040745,0.004537,0.003843
196105,66.56,1.9400,3.0500,0.5309162935,0.0229,0.0427,0.0501,0.0397,0.0224659596,0.0019083333,0.0000000000,-0.0046,0.0049,0.0004043434,-0.0014627354,0.023553,0.018924
196106,64.64,1.9400,3.0300,0.5408211006,0.0233,0.0433,0.0503,0.0404,0.0224830221,0.0019416667,0.0000000000,-0.0075,-0.0080,0.0005489074,-0.0011481273,-0.026673,-0.028725
196107,66.76,1.9467,3.0367,0.5244056311,0.0224,0.0441,0.0509,0.0404,0.0251803423,0.0018666667,0.0067114094,0.0035,0.0040,0.0006283737,-0.0015422544,0.033795,0.033119
196108,68.07,1.9533,3.0433,0.5137928161,0.0239,0.0445,0.0511,0.0410,0.0254258247,0.0019916667,-0.0033333333,-0.0038,-0.0018,0.0004062151,-0.0019986084,0.024730,0.019511
196109,66.73,1.9600,3.0500,0.5275167211,0.0228,0.0445,0.0512,0.0403,0.0249632565,0.0019000000,0.0033444816,0.0129,0.0144,0.0008224996,-0.0022923683,-0.018674,-0.019877
